Fecha,Rango edad,Número de hombres,Número mujeres
['28/01/08 10:16'],85-89,185,367
['28/01/08 10:16'],90-94,60,163
['28/01/08 10:16'],95-99,15,66
['28/01/08 10:16'],100-104,1,11
['28/01/08 9:50'],0-4,1700,1504
['28/01/08 9:50'],5-9,2090,2043
['28/01/08 9:50'],10-14,1901,1756
['28/01/08 9:50'],15-19,1924,1874
['28/01/08 9:50'],20-24,2334,2390
['28/01/08 9:50'],25-29,3095,3328
['28/01/08 9:50'],30-34,3931,3990
['28/01/08 9:50'],35-39,3541,3547
['28/01/08 9:50'],40-44,3247,3275
['28/01/08 9:50'],45-49,2805,2937
['28/01/08 9:50'],50-54,2348,2624
['28/01/08 9:50'],55-59,2293,2407
['28/01/08 9:50'],60-64,1980,1938
['28/01/08 9:50'],65-69,1172,1170
['28/01/08 9:50'],70-74,872,942
['28/01/08 9:50'],75-79,643,784
['28/01/08 9:50'],80-84,345,573
['28/01/08 9:50'],85-89,185,367
['28/01/08 9:50'],90-94,60,163
['28/01/08 9:50'],95-99,15,66
['28/01/08 9:50'],100-104,1,11
['28/01/08 9:49'],0-4,1700,1504
['28/01/08 9:49'],5-9,2090,2043
['28/01/08 9:49'],10-14,1901,1756
['28/01/08 9:49'],15-19,1924,1874
['28/01/08 9:49'],20-24,2334,2390
['28/01/08 9:49'],25-29,3095,3328
['28/01/08 9:49'],30-34,3931,3990
['28/01/08 9:49'],35-39,3541,3547
['28/01/08 9:49'],40-44,3246,3275
['28/01/08 9:49'],45-49,2805,2937
['28/01/08 9:49'],50-54,2348,2624
['28/01/08 9:49'],55-59,2293,2407
['28/01/08 9:49'],60-64,1980,1938
['28/01/08 9:49'],65-69,1172,1170
['28/01/08 9:49'],70-74,872,942
['28/01/08 9:49'],75-79,643,784
['28/01/08 9:49'],80-84,345,573
['28/01/08 9:49'],85-89,185,367
['28/01/08 9:49'],90-94,60,163
['28/01/08 9:49'],95-99,15,66
['28/01/08 9:49'],100-104,1,11
['28/01/08 9:48'],0-4,1700,1504
['28/01/08 9:48'],5-9,2090,2043
['28/01/08 9:48'],10-14,1901,1756
['28/01/08 9:48'],15-19,1924,1874
['28/01/08 9:48'],20-24,2334,2390
['28/01/08 9:48'],25-29,3095,3328
['28/01/08 9:48'],30-34,3931,3990
['28/01/08 9:48'],35-39,3541,3547
['28/01/08 9:48'],40-44,3246,3275
['28/01/08 9:48'],45-49,2805,2937
['28/01/08 9:48'],50-54,2348,2624
['28/01/08 9:48'],55-59,2293,2407
['28/01/08 9:48'],60-64,1980,1938
['28/01/08 9:48'],65-69,1172,1170
['28/01/08 9:48'],70-74,872,942
['28/01/08 9:48'],75-79,643,784
['28/01/08 9:48'],80-84,345,573
['28/01/08 9:48'],85-89,185,367
['28/01/08 9:48'],90-94,60,163
['28/01/08 9:48'],95-99,15,66
['28/01/08 9:48'],100-104,1,11
['28/01/08 9:24'],0-4,1696,1502
['28/01/08 9:24'],5-9,2090,2043
['28/01/08 9:24'],10-14,1901,1756
['28/01/08 9:24'],15-19,1924,1874
['28/01/08 9:24'],20-24,2334,2390
['28/01/08 9:24'],25-29,3095,3328
['28/01/08 9:24'],30-34,3931,3990
['28/01/08 9:24'],35-39,3541,3547
['28/01/08 9:24'],40-44,3246,3275
['28/01/08 9:24'],45-49,2805,2937
['28/01/08 9:24'],50-54,2348,2624
['28/01/08 9:24'],55-59,2293,2406
['28/01/08 9:24'],60-64,1980,1938
['28/01/08 9:24'],65-69,1172,1170
['28/01/08 9:24'],70-74,872,942
['28/01/08 9:24'],75-79,643,784
['28/01/08 9:24'],80-84,345,573
['28/01/08 9:24'],85-89,185,367
['28/01/08 9:24'],90-94,60,163
['28/01/08 9:24'],95-99,15,66
['28/01/08 9:24'],100-104,1,11
['28/01/08 9:15'],0-4,1696,1502
['28/01/08 9:15'],5-9,2090,2043
['28/01/08 9:15'],10-14,1901,1756
['28/01/08 9:15'],15-19,1924,1874
['28/01/08 9:15'],20-24,2334,2390
['28/01/08 9:15'],25-29,3095,3328
['28/01/08 9:15'],30-34,3931,3990
['28/01/08 9:15'],35-39,3541,3547
['28/01/08 9:15'],40-44,3246,3275
['28/01/08 9:15'],45-49,2804,2936
['28/01/08 9:15'],50-54,2348,2624
['28/01/08 9:15'],55-59,2293,2406
['28/01/08 9:15'],60-64,1980,1938
['28/01/08 9:15'],65-69,1172,1170
['28/01/08 9:15'],70-74,872,942
['28/01/08 9:15'],75-79,643,784
['28/01/08 9:15'],80-84,345,573
['28/01/08 9:15'],85-89,185,367
['28/01/08 9:15'],90-94,60,163
['28/01/08 9:15'],95-99,15,66
['28/01/08 9:15'],100-104,1,11
['25/01/08 13:52'],0-4,1696,1502
['25/01/08 13:52'],5-9,2090,2044
['25/01/08 13:52'],10-14,1901,1756
['25/01/08 13:52'],15-19,1925,1875
['25/01/08 13:52'],20-24,2334,2390
['25/01/08 13:52'],25-29,3095,3328
['25/01/08 13:52'],30-34,3931,3992
['25/01/08 13:52'],35-39,3541,3547
['25/01/08 13:52'],40-44,3247,3275
['25/01/08 13:52'],45-49,2805,2937
['25/01/08 13:52'],50-54,2349,2624
['25/01/08 13:52'],55-59,2293,2406
['25/01/08 13:52'],60-64,1980,1938
['25/01/08 13:52'],65-69,1172,1170
['25/01/08 13:52'],70-74,872,942
['25/01/08 13:52'],75-79,643,786
['25/01/08 13:52'],80-84,345,573
['25/01/08 13:52'],85-89,185,367
['25/01/08 13:52'],90-94,60,163
['25/01/08 13:52'],95-99,15,66
['25/01/08 13:52'],100-104,1,11
['20/08/07 6:00'],0-4,1853,1718
['20/08/07 6:00'],5-9,2024,1953
['20/08/07 6:00'],10-14,1820,1687
['20/08/07 6:00'],15-19,1975,1884
['20/08/07 6:00'],20-24,2395,2491
['20/08/07 6:00'],25-29,3185,3413
['20/08/07 6:00'],30-34,3781,3741
['20/08/07 6:00'],35-39,3408,3412
['20/08/07 6:00'],40-44,3126,3197
['20/08/07 6:00'],45-49,2682,2848
['20/08/07 6:00'],50-54,2274,2496
['20/08/07 6:00'],55-59,2317,2385
['20/08/07 6:00'],60-64,1857,1773
['20/08/07 6:00'],65-69,1028,1041
['20/08/07 6:00'],70-74,842,916
['20/08/07 6:00'],75-79,591,754
['20/08/07 6:00'],80-84,322,548
['20/08/07 6:00'],85-89,159,319
['20/08/07 6:00'],90-94,53,159
['20/08/07 6:00'],95-99,16,64
['20/08/07 6:00'],100-104,0,12
['6/08/07 6:00'],0-4,1848,1712
['6/08/07 6:00'],5-9,2022,1949
['6/08/07 6:00'],10-14,1814,1685
['6/08/07 6:00'],15-19,1969,1880
['6/08/07 6:00'],20-24,2383,2487
['6/08/07 6:00'],25-29,3172,3401
['6/08/07 6:00'],30-34,3757,3713
['6/08/07 6:00'],35-39,3395,3400
['6/08/07 6:00'],40-44,3119,3194
['6/08/07 6:00'],45-49,2672,2841
['6/08/07 6:00'],50-54,2268,2490
['6/08/07 6:00'],55-59,2315,2383
['6/08/07 6:00'],60-64,1857,1772
['6/08/07 6:00'],65-69,1028,1041
['6/08/07 6:00'],70-74,842,915
['6/08/07 6:00'],75-79,591,754
['6/08/07 6:00'],80-84,322,547
['6/08/07 6:00'],85-89,158,319
['6/08/07 6:00'],90-94,53,156
['6/08/07 6:00'],95-99,16,64
['6/08/07 6:00'],100-104,0,13
['6/08/07 6:00'],0-4,1848,1712
['6/08/07 6:00'],5-9,2022,1949
['6/08/07 6:00'],10-14,1814,1685
['6/08/07 6:00'],15-19,1969,1880
['6/08/07 6:00'],20-24,2383,2487
['6/08/07 6:00'],25-29,3172,3401
['6/08/07 6:00'],30-34,3757,3713
['6/08/07 6:00'],35-39,3395,3400
['6/08/07 6:00'],40-44,3119,3194
['6/08/07 6:00'],45-49,2672,2841
['6/08/07 6:00'],50-54,2268,2490
['6/08/07 6:00'],55-59,2315,2383
['6/08/07 6:00'],60-64,1857,1772
['6/08/07 6:00'],65-69,1028,1041
['6/08/07 6:00'],70-74,842,915
['6/08/07 6:00'],75-79,591,754
['6/08/07 6:00'],80-84,322,547
['6/08/07 6:00'],85-89,158,319
['6/08/07 6:00'],90-94,53,156
['6/08/07 6:00'],95-99,16,64
['6/08/07 6:00'],100-104,0,13
['23/07/07 6:00'],0-4,1803,1676
['23/07/07 6:00'],5-9,2017,1948
['23/07/07 6:00'],10-14,1815,1690
['23/07/07 6:00'],15-19,1966,1880
['23/07/07 6:00'],20-24,2379,2487
['23/07/07 6:00'],25-29,3172,3396
['23/07/07 6:00'],30-34,3747,3716
['23/07/07 6:00'],35-39,3402,3414
['23/07/07 6:00'],40-44,3119,3185
['23/07/07 6:00'],45-49,2671,2841
['23/07/07 6:00'],50-54,2274,2497
['23/07/07 6:00'],55-59,2315,2390
['23/07/07 6:00'],60-64,1862,1774
['23/07/07 6:00'],65-69,1029,1039
['23/07/07 6:00'],70-74,841,917
['23/07/07 6:00'],75-79,595,758
['23/07/07 6:00'],80-84,323,548
['23/07/07 6:00'],85-89,160,319
['23/07/07 6:00'],90-94,55,159
['23/07/07 6:00'],95-99,16,64
['23/07/07 6:00'],100-104,0,14
['9/07/07 6:00'],0-4,1800,1678
['9/07/07 6:00'],5-9,2020,1949
['9/07/07 6:00'],10-14,1810,1694
['9/07/07 6:00'],15-19,1966,1877
['9/07/07 6:00'],20-24,2374,2488
['9/07/07 6:00'],25-29,3176,3407
['9/07/07 6:00'],30-34,3764,3719
['9/07/07 6:00'],35-39,3398,3414
['9/07/07 6:00'],40-44,3123,3184
['9/07/07 6:00'],45-49,2674,2842
['9/07/07 6:00'],50-54,2278,2501
['9/07/07 6:00'],55-59,2320,2397
['9/07/07 6:00'],60-64,1866,1775
['9/07/07 6:00'],65-69,1034,1038
['9/07/07 6:00'],70-74,841,916
['9/07/07 6:00'],75-79,594,756
['9/07/07 6:00'],80-84,325,549
['9/07/07 6:00'],85-89,159,322
['9/07/07 6:00'],90-94,57,160
['9/07/07 6:00'],95-99,16,64
['9/07/07 6:00'],100-104,0,15
['25/06/07 6:00'],0-4,1706,1602
['25/06/07 6:00'],5-9,2016,1940
['25/06/07 6:00'],10-14,1809,1684
['25/06/07 6:00'],15-19,1961,1871
['25/06/07 6:00'],20-24,2365,2483
['25/06/07 6:00'],25-29,3165,3387
['25/06/07 6:00'],30-34,3741,3689
['25/06/07 6:00'],35-39,3380,3401
['25/06/07 6:00'],40-44,3117,3174
['25/06/07 6:00'],45-49,2667,2835
['25/06/07 6:00'],50-54,2275,2500
['25/06/07 6:00'],55-59,2321,2394
['25/06/07 6:00'],60-64,1867,1774
['25/06/07 6:00'],65-69,1036,1037
['25/06/07 6:00'],70-74,846,916
['25/06/07 6:00'],75-79,597,759
['25/06/07 6:00'],80-84,327,555
['25/06/07 6:00'],85-89,163,325
['25/06/07 6:00'],90-94,57,163
['25/06/07 6:00'],95-99,17,67
['25/06/07 6:00'],100-104,0,15
['11/06/07 6:00'],0-4,1696,1594
['11/06/07 6:00'],5-9,2011,1933
['11/06/07 6:00'],10-14,1802,1680
['11/06/07 6:00'],15-19,1956,1866
['11/06/07 6:00'],20-24,2362,2469
['11/06/07 6:00'],25-29,3142,3370
['11/06/07 6:00'],30-34,3715,3664
['11/06/07 6:00'],35-39,3361,3389
['11/06/07 6:00'],40-44,3108,3163
['11/06/07 6:00'],45-49,2660,2822
['11/06/07 6:00'],50-54,2271,2495
['11/06/07 6:00'],55-59,2318,2390
['11/06/07 6:00'],60-64,1864,1770
['11/06/07 6:00'],65-69,1036,1037
['11/06/07 6:00'],70-74,846,916
['11/06/07 6:00'],75-79,597,757
['11/06/07 6:00'],80-84,327,555
['11/06/07 6:00'],85-89,163,325
['11/06/07 6:00'],90-94,57,163
['11/06/07 6:00'],95-99,17,67
['11/06/07 6:00'],100-104,0,15
['11/06/07 6:00'],0-4,1696,1594
['11/06/07 6:00'],5-9,2011,1933
['11/06/07 6:00'],10-14,1802,1680
['11/06/07 6:00'],15-19,1956,1866
['11/06/07 6:00'],20-24,2362,2469
['11/06/07 6:00'],25-29,3142,3370
['11/06/07 6:00'],30-34,3715,3664
['11/06/07 6:00'],35-39,3361,3389
['11/06/07 6:00'],40-44,3108,3163
['11/06/07 6:00'],45-49,2660,2822
['11/06/07 6:00'],50-54,2271,2495
['11/06/07 6:00'],55-59,2318,2390
['11/06/07 6:00'],60-64,1864,1770
['11/06/07 6:00'],65-69,1036,1037
['11/06/07 6:00'],70-74,846,916
['11/06/07 6:00'],75-79,597,757
['11/06/07 6:00'],80-84,327,555
['11/06/07 6:00'],85-89,163,325
['11/06/07 6:00'],90-94,57,163
['11/06/07 6:00'],95-99,17,67
['11/06/07 6:00'],100-104,0,15
['28/05/07 6:00'],0-4,1692,1592
['28/05/07 6:00'],5-9,2007,1930
['28/05/07 6:00'],10-14,1797,1676
['28/05/07 6:00'],15-19,1949,1866
['28/05/07 6:00'],20-24,2357,2456
['28/05/07 6:00'],25-29,3131,3364
['28/05/07 6:00'],30-34,3707,3647
['28/05/07 6:00'],35-39,3358,3382
['28/05/07 6:00'],40-44,3112,3166
['28/05/07 6:00'],45-49,2659,2819
['28/05/07 6:00'],50-54,2270,2495
['28/05/07 6:00'],55-59,2315,2390
['28/05/07 6:00'],60-64,1863,1769
['28/05/07 6:00'],65-69,1037,1039
['28/05/07 6:00'],70-74,848,916
['28/05/07 6:00'],75-79,595,756
['28/05/07 6:00'],80-84,329,560
['28/05/07 6:00'],85-89,162,326
['28/05/07 6:00'],90-94,57,167
['28/05/07 6:00'],95-99,17,67
['28/05/07 6:00'],100-104,0,15
['14/05/07 6:00'],0-4,1682,1581
['14/05/07 6:00'],5-9,1998,1914
['14/05/07 6:00'],10-14,1797,1673
['14/05/07 6:00'],15-19,1944,1861
['14/05/07 6:00'],20-24,2351,2444
['14/05/07 6:00'],25-29,3109,3350
['14/05/07 6:00'],30-34,3672,3610
['14/05/07 6:00'],35-39,3336,3362
['14/05/07 6:00'],40-44,3103,3154
['14/05/07 6:00'],45-49,2654,2813
['14/05/07 6:00'],50-54,2268,2494
['14/05/07 6:00'],55-59,2313,2385
['14/05/07 6:00'],60-64,1861,1762
['14/05/07 6:00'],65-69,1035,1038
['14/05/07 6:00'],70-74,846,915
['14/05/07 6:00'],75-79,595,755
['14/05/07 6:00'],80-84,330,561
['14/05/07 6:00'],85-89,162,325
['14/05/07 6:00'],90-94,58,164
['14/05/07 6:00'],95-99,18,67
['14/05/07 6:00'],100-104,0,15
['30/04/07 6:00'],0-4,1702,1597
['30/04/07 6:00'],5-9,2005,1923
['30/04/07 6:00'],10-14,1800,1675
['30/04/07 6:00'],15-19,1952,1859
['30/04/07 6:00'],20-24,2348,2462
['30/04/07 6:00'],25-29,3110,3355
['30/04/07 6:00'],30-34,3673,3620
['30/04/07 6:00'],35-39,3345,3381
['30/04/07 6:00'],40-44,3113,3162
['30/04/07 6:00'],45-49,2652,2811
['30/04/07 6:00'],50-54,2275,2499
['30/04/07 6:00'],55-59,2316,2400
['30/04/07 6:00'],60-64,1867,1763
['30/04/07 6:00'],65-69,1038,1040
['30/04/07 6:00'],70-74,849,916
['30/04/07 6:00'],75-79,594,758
['30/04/07 6:00'],80-84,331,564
['30/04/07 6:00'],85-89,168,332
['30/04/07 6:00'],90-94,59,166
['30/04/07 6:00'],95-99,18,68
['30/04/07 6:00'],100-104,0,15
['16/04/07 6:00'],0-4,1708,1610
['16/04/07 6:00'],5-9,2012,1942
['16/04/07 6:00'],10-14,1812,1695
['16/04/07 6:00'],15-19,1970,1885
['16/04/07 6:00'],20-24,2368,2482
['16/04/07 6:00'],25-29,3143,3386
['16/04/07 6:00'],30-34,3728,3692
['16/04/07 6:00'],35-39,3402,3431
['16/04/07 6:00'],40-44,3149,3198
['16/04/07 6:00'],45-49,2675,2834
['16/04/07 6:00'],50-54,2302,2526
['16/04/07 6:00'],55-59,2331,2416
['16/04/07 6:00'],60-64,1874,1773
['16/04/07 6:00'],65-69,1045,1053
['16/04/07 6:00'],70-74,853,922
['16/04/07 6:00'],75-79,600,765
['16/04/07 6:00'],80-84,335,567
['16/04/07 6:00'],85-89,168,335
['16/04/07 6:00'],90-94,66,172
['16/04/07 6:00'],95-99,20,72
['16/04/07 6:00'],100-104,0,17
['2/04/07 6:00'],0-4,1705,1602
['2/04/07 6:00'],5-9,2010,1943
['2/04/07 6:00'],10-14,1809,1696
['2/04/07 6:00'],15-19,1972,1886
['2/04/07 6:00'],20-24,2362,2472
['2/04/07 6:00'],25-29,3127,3370
['2/04/07 6:00'],30-34,3705,3668
['2/04/07 6:00'],35-39,3396,3423
['2/04/07 6:00'],40-44,3146,3199
['2/04/07 6:00'],45-49,2666,2839
['2/04/07 6:00'],50-54,2301,2523
['2/04/07 6:00'],55-59,2332,2414
['2/04/07 6:00'],60-64,1873,1772
['2/04/07 6:00'],65-69,1043,1054
['2/04/07 6:00'],70-74,851,921
['2/04/07 6:00'],75-79,601,770
['2/04/07 6:00'],80-84,333,565
['2/04/07 6:00'],85-89,169,335
['2/04/07 6:00'],90-94,65,174
['2/04/07 6:00'],95-99,21,72
['2/04/07 6:00'],100-104,1,19
['19/03/07 6:00'],0-4,1694,1592
['19/03/07 6:00'],5-9,2011,1942
['19/03/07 6:00'],10-14,1814,1694
['19/03/07 6:00'],15-19,1977,1880
['19/03/07 6:00'],20-24,2354,2461
['19/03/07 6:00'],25-29,3125,3382
['19/03/07 6:00'],30-34,3686,3648
['19/03/07 6:00'],35-39,3397,3429
['19/03/07 6:00'],40-44,3150,3201
['19/03/07 6:00'],45-49,2668,2845
['19/03/07 6:00'],50-54,2305,2524
['19/03/07 6:00'],55-59,2335,2415
['19/03/07 6:00'],60-64,1876,1774
['19/03/07 6:00'],65-69,1046,1055
['19/03/07 6:00'],70-74,856,925
['19/03/07 6:00'],75-79,602,768
['19/03/07 6:00'],80-84,332,566
['19/03/07 6:00'],85-89,169,337
['19/03/07 6:00'],90-94,66,175
['19/03/07 6:00'],95-99,21,73
['19/03/07 6:00'],100-104,3,18
['5/03/07 14:53'],0-4,1612,1514
['5/03/07 14:53'],5-9,2002,1935
['5/03/07 14:53'],10-14,1810,1695
['5/03/07 14:53'],15-19,1975,1874
['5/03/07 14:53'],20-24,2343,2449
['5/03/07 14:53'],25-29,3114,3355
['5/03/07 14:53'],30-34,3669,3619
['5/03/07 14:53'],35-39,3376,3411
['5/03/07 14:53'],40-44,3139,3195
['5/03/07 14:53'],45-49,2664,2845
['5/03/07 14:53'],50-54,2303,2520
['5/03/07 14:53'],55-59,2334,2414
['5/03/07 14:53'],60-64,1875,1775
['5/03/07 14:53'],65-69,1045,1056
['5/03/07 14:53'],70-74,856,925
['5/03/07 14:53'],75-79,601,768
['5/03/07 14:53'],80-84,332,563
['5/03/07 14:53'],85-89,169,337
['5/03/07 14:53'],90-94,66,176
['5/03/07 14:53'],95-99,21,73
['5/03/07 14:53'],100-104,3,18
['5/03/07 6:00'],0-4,1588,1489
['5/03/07 6:00'],5-9,2001,1934
['5/03/07 6:00'],10-14,1810,1692
['5/03/07 6:00'],15-19,1975,1874
['5/03/07 6:00'],20-24,2342,2447
['5/03/07 6:00'],25-29,3108,3353
['5/03/07 6:00'],30-34,3667,3616
['5/03/07 6:00'],35-39,3375,3406
['5/03/07 6:00'],40-44,3138,3194
['5/03/07 6:00'],45-49,2663,2844
['5/03/07 6:00'],50-54,2303,2518
['5/03/07 6:00'],55-59,2334,2414
['5/03/07 6:00'],60-64,1875,1775
['5/03/07 6:00'],65-69,1045,1056
['5/03/07 6:00'],70-74,855,925
['5/03/07 6:00'],75-79,601,768
['5/03/07 6:00'],80-84,332,561
['5/03/07 6:00'],85-89,169,337
['5/03/07 6:00'],90-94,66,176
['5/03/07 6:00'],95-99,21,73
['5/03/07 6:00'],100-104,3,18
['1/03/07 9:29'],0-4,1558,1453
['1/03/07 9:29'],5-9,2000,1932
['1/03/07 9:29'],10-14,1807,1689
['1/03/07 9:29'],15-19,1975,1874
['1/03/07 9:29'],20-24,2340,2444
['1/03/07 9:29'],25-29,3103,3345
['1/03/07 9:29'],30-34,3664,3611
['1/03/07 9:29'],35-39,3375,3402
['1/03/07 9:29'],40-44,3136,3193
['1/03/07 9:29'],45-49,2663,2843
['1/03/07 9:29'],50-54,2303,2517
['1/03/07 9:29'],55-59,2333,2413
['1/03/07 9:29'],60-64,1875,1775
['1/03/07 9:29'],65-69,1045,1056
['1/03/07 9:29'],70-74,855,924
['1/03/07 9:29'],75-79,601,768
['1/03/07 9:29'],80-84,332,561
['1/03/07 9:29'],85-89,169,337
['1/03/07 9:29'],90-94,66,176
['1/03/07 9:29'],95-99,21,73
['1/03/07 9:29'],100-104,3,18
['1/03/07 9:19'],0-4,1557,1452
['1/03/07 9:19'],5-9,2000,1932
['1/03/07 9:19'],10-14,1807,1689
['1/03/07 9:19'],15-19,1975,1874
['1/03/07 9:19'],20-24,2340,2444
['1/03/07 9:19'],25-29,3102,3345
['1/03/07 9:19'],30-34,3664,3611
['1/03/07 9:19'],35-39,3375,3402
['1/03/07 9:19'],40-44,3136,3193
['1/03/07 9:19'],45-49,2663,2843
['1/03/07 9:19'],50-54,2303,2517
['1/03/07 9:19'],55-59,2333,2413
['1/03/07 9:19'],60-64,1875,1775
['1/03/07 9:19'],65-69,1045,1056
['1/03/07 9:19'],70-74,855,924
['1/03/07 9:19'],75-79,601,768
['1/03/07 9:19'],80-84,332,561
['1/03/07 9:19'],85-89,169,337
['1/03/07 9:19'],90-94,66,176
['1/03/07 9:19'],95-99,21,73
['1/03/07 9:19'],100-104,3,18
['1/03/07 9:06'],0-4,1554,1452
['1/03/07 9:06'],5-9,2000,1932
['1/03/07 9:06'],10-14,1807,1689
['1/03/07 9:06'],15-19,1975,1874
['1/03/07 9:06'],20-24,2340,2444
['1/03/07 9:06'],25-29,3102,3345
['1/03/07 9:06'],30-34,3664,3611
['1/03/07 9:06'],35-39,3375,3402
['1/03/07 9:06'],40-44,3136,3193
['1/03/07 9:06'],45-49,2663,2843
['1/03/07 9:06'],50-54,2303,2517
['1/03/07 9:06'],55-59,2333,2413
['1/03/07 9:06'],60-64,1875,1775
['1/03/07 9:06'],65-69,1045,1056
['1/03/07 9:06'],70-74,855,924
['1/03/07 9:06'],75-79,601,768
['1/03/07 9:06'],80-84,332,561
['1/03/07 9:06'],85-89,169,337
['1/03/07 9:06'],90-94,66,176
['1/03/07 9:06'],95-99,21,73
['1/03/07 9:06'],100-104,3,18
['28/02/07 12:51'],0-4,1550,1446
['28/02/07 12:51'],5-9,1999,1932
['28/02/07 12:51'],10-14,1807,1688
['28/02/07 12:51'],15-19,1975,1874
['28/02/07 12:51'],20-24,2339,2445
['28/02/07 12:51'],25-29,3102,3344
['28/02/07 12:51'],30-34,3665,3610
['28/02/07 12:51'],35-39,3375,3401
['28/02/07 12:51'],40-44,3135,3193
['28/02/07 12:51'],45-49,2663,2843
['28/02/07 12:51'],50-54,2303,2517
['28/02/07 12:51'],55-59,2333,2412
['28/02/07 12:51'],60-64,1875,1775
['28/02/07 12:51'],65-69,1045,1057
['28/02/07 12:51'],70-74,855,924
['28/02/07 12:51'],75-79,601,768
['28/02/07 12:51'],80-84,332,561
['28/02/07 12:51'],85-89,169,337
['28/02/07 12:51'],90-94,66,176
['28/02/07 12:51'],95-99,21,73
['28/02/07 12:51'],100-104,3,18
['6/11/06 7:00'],0-4,1842,1715
['6/11/06 7:00'],5-9,1927,1865
['6/11/06 7:00'],10-14,1765,1709
['6/11/06 7:00'],15-19,2038,1891
['6/11/06 7:00'],20-24,2419,2540
['6/11/06 7:00'],25-29,3201,3373
['6/11/06 7:00'],30-34,3547,3424
['6/11/06 7:00'],35-39,3239,3341
['6/11/06 7:00'],40-44,3037,3092
['6/11/06 7:00'],45-49,2579,2817
['6/11/06 7:00'],50-54,2275,2523
['6/11/06 7:00'],55-59,2311,2217
['6/11/06 7:00'],60-64,1669,1630
['6/11/06 7:00'],65-69,1015,1021
['6/11/06 7:00'],70-74,821,917
['6/11/06 7:00'],75-79,526,712
['6/11/06 7:00'],80-84,318,507
['6/11/06 7:00'],85-89,142,293
['6/11/06 7:00'],90-94,59,154
['6/11/06 7:00'],95-99,13,50
['6/11/06 7:00'],100-104,3,9
['23/10/06 7:00'],0-4,1833,1714
['23/10/06 7:00'],5-9,1924,1857
['23/10/06 7:00'],10-14,1766,1706
['23/10/06 7:00'],15-19,2030,1890
['23/10/06 7:00'],20-24,2404,2530
['23/10/06 7:00'],25-29,3184,3358
['23/10/06 7:00'],30-34,3526,3411
['23/10/06 7:00'],35-39,3228,3333
['23/10/06 7:00'],40-44,3028,3081
['23/10/06 7:00'],45-49,2573,2815
['23/10/06 7:00'],50-54,2275,2521
['23/10/06 7:00'],55-59,2311,2212
['23/10/06 7:00'],60-64,1669,1629
['23/10/06 7:00'],65-69,1015,1021
['23/10/06 7:00'],70-74,819,915
['23/10/06 7:00'],75-79,526,711
['23/10/06 7:00'],80-84,318,507
['23/10/06 7:00'],85-89,142,293
['23/10/06 7:00'],90-94,59,154
['23/10/06 7:00'],95-99,13,50
['23/10/06 7:00'],100-104,3,9
['9/10/06 7:00'],0-4,1824,1710
['9/10/06 7:00'],5-9,1922,1853
['9/10/06 7:00'],10-14,1766,1702
['9/10/06 7:00'],15-19,2029,1892
['9/10/06 7:00'],20-24,2392,2517
['9/10/06 7:00'],25-29,3168,3352
['9/10/06 7:00'],30-34,3511,3400
['9/10/06 7:00'],35-39,3218,3321
['9/10/06 7:00'],40-44,3024,3072
['9/10/06 7:00'],45-49,2573,2815
['9/10/06 7:00'],50-54,2277,2521
['9/10/06 7:00'],55-59,2318,2209
['9/10/06 7:00'],60-64,1668,1631
['9/10/06 7:00'],65-69,1018,1020
['9/10/06 7:00'],70-74,816,913
['9/10/06 7:00'],75-79,528,708
['9/10/06 7:00'],80-84,319,507
['9/10/06 7:00'],85-89,144,291
['9/10/06 7:00'],90-94,59,155
['9/10/06 7:00'],95-99,13,52
['9/10/06 7:00'],100-104,3,9
['25/09/06 7:00'],0-4,1819,1697
['25/09/06 7:00'],5-9,1919,1842
['25/09/06 7:00'],10-14,1765,1698
['25/09/06 7:00'],15-19,2024,1884
['25/09/06 7:00'],20-24,2389,2498
['25/09/06 7:00'],25-29,3157,3333
['25/09/06 7:00'],30-34,3492,3380
['25/09/06 7:00'],35-39,3212,3306
['25/09/06 7:00'],40-44,3024,3069
['25/09/06 7:00'],45-49,2563,2810
['25/09/06 7:00'],50-54,2278,2525
['25/09/06 7:00'],55-59,2316,2209
['25/09/06 7:00'],60-64,1668,1627
['25/09/06 7:00'],65-69,1017,1020
['25/09/06 7:00'],70-74,816,913
['25/09/06 7:00'],75-79,530,708
['25/09/06 7:00'],80-84,316,504
['25/09/06 7:00'],85-89,144,291
['25/09/06 7:00'],90-94,58,154
['25/09/06 7:00'],95-99,13,52
['25/09/06 7:00'],100-104,3,9
['11/09/06 7:00'],0-4,1776,1665
['11/09/06 7:00'],5-9,1919,1835
['11/09/06 7:00'],10-14,1763,1696
['11/09/06 7:00'],15-19,2023,1886
['11/09/06 7:00'],20-24,2389,2500
['11/09/06 7:00'],25-29,3149,3324
['11/09/06 7:00'],30-34,3489,3374
['11/09/06 7:00'],35-39,3219,3297
['11/09/06 7:00'],40-44,3019,3062
['11/09/06 7:00'],45-49,2562,2807
['11/09/06 7:00'],50-54,2282,2533
['11/09/06 7:00'],55-59,2315,2210
['11/09/06 7:00'],60-64,1669,1630
['11/09/06 7:00'],65-69,1019,1020
['11/09/06 7:00'],70-74,815,913
['11/09/06 7:00'],75-79,532,708
['11/09/06 7:00'],80-84,316,505
['11/09/06 7:00'],85-89,144,290
['11/09/06 7:00'],90-94,58,153
['11/09/06 7:00'],95-99,13,53
['11/09/06 7:00'],100-104,3,9
