Fecha,Rango edad,Número de hombres,Número mujeres
['28/08/06 7:00'],0-4,1766,1661
['28/08/06 7:00'],5-9,1904,1830
['28/08/06 7:00'],10-14,1753,1695
['28/08/06 7:00'],15-19,2019,1879
['28/08/06 7:00'],20-24,2389,2487
['28/08/06 7:00'],25-29,3136,3309
['28/08/06 7:00'],30-34,3468,3349
['28/08/06 7:00'],35-39,3202,3286
['28/08/06 7:00'],40-44,3016,3052
['28/08/06 7:00'],45-49,2556,2800
['28/08/06 7:00'],50-54,2279,2532
['28/08/06 7:00'],55-59,2316,2206
['28/08/06 7:00'],60-64,1669,1631
['28/08/06 7:00'],65-69,1019,1019
['28/08/06 7:00'],70-74,815,913
['28/08/06 7:00'],75-79,533,707
['28/08/06 7:00'],80-84,316,504
['28/08/06 7:00'],85-89,145,289
['28/08/06 7:00'],90-94,58,152
['28/08/06 7:00'],95-99,13,53
['28/08/06 7:00'],100-104,3,9
['14/08/06 7:00'],0-4,1761,1657
['14/08/06 7:00'],5-9,1901,1825
['14/08/06 7:00'],10-14,1748,1691
['14/08/06 7:00'],15-19,2016,1873
['14/08/06 7:00'],20-24,2383,2474
['14/08/06 7:00'],25-29,3120,3274
['14/08/06 7:00'],30-34,3443,3328
['14/08/06 7:00'],35-39,3187,3275
['14/08/06 7:00'],40-44,3008,3046
['14/08/06 7:00'],45-49,2552,2790
['14/08/06 7:00'],50-54,2278,2527
['14/08/06 7:00'],55-59,2313,2204
['14/08/06 7:00'],60-64,1669,1631
['14/08/06 7:00'],65-69,1018,1019
['14/08/06 7:00'],70-74,815,913
['14/08/06 7:00'],75-79,533,705
['14/08/06 7:00'],80-84,317,505
['14/08/06 7:00'],85-89,145,288
['14/08/06 7:00'],90-94,59,152
['14/08/06 7:00'],95-99,13,53
['14/08/06 7:00'],100-104,3,9
['31/07/06 7:00'],0-4,1743,1640
['31/07/06 7:00'],5-9,1895,1811
['31/07/06 7:00'],10-14,1737,1689
['31/07/06 7:00'],15-19,2007,1867
['31/07/06 7:00'],20-24,2376,2465
['31/07/06 7:00'],25-29,3107,3259
['31/07/06 7:00'],30-34,3423,3317
['31/07/06 7:00'],35-39,3175,3257
['31/07/06 7:00'],40-44,2996,3035
['31/07/06 7:00'],45-49,2549,2792
['31/07/06 7:00'],50-54,2276,2527
['31/07/06 7:00'],55-59,2315,2205
['31/07/06 7:00'],60-64,1669,1628
['31/07/06 7:00'],65-69,1019,1019
['31/07/06 7:00'],70-74,818,911
['31/07/06 7:00'],75-79,535,706
['31/07/06 7:00'],80-84,321,507
['31/07/06 7:00'],85-89,147,285
['31/07/06 7:00'],90-94,61,153
['31/07/06 7:00'],95-99,13,54
['31/07/06 7:00'],100-104,3,9
['17/07/06 7:00'],0-4,1711,1616
['17/07/06 7:00'],5-9,1896,1817
['17/07/06 7:00'],10-14,1737,1689
['17/07/06 7:00'],15-19,2012,1868
['17/07/06 7:00'],20-24,2377,2463
['17/07/06 7:00'],25-29,3114,3270
['17/07/06 7:00'],30-34,3434,3317
['17/07/06 7:00'],35-39,3177,3263
['17/07/06 7:00'],40-44,2997,3035
['17/07/06 7:00'],45-49,2544,2790
['17/07/06 7:00'],50-54,2276,2530
['17/07/06 7:00'],55-59,2316,2202
['17/07/06 7:00'],60-64,1672,1629
['17/07/06 7:00'],65-69,1021,1019
['17/07/06 7:00'],70-74,820,911
['17/07/06 7:00'],75-79,535,707
['17/07/06 7:00'],80-84,325,506
['17/07/06 7:00'],85-89,149,286
['17/07/06 7:00'],90-94,62,153
['17/07/06 7:00'],95-99,13,54
['17/07/06 7:00'],100-104,3,9
['3/07/06 7:00'],0-4,1713,1612
['3/07/06 7:00'],5-9,1891,1827
['3/07/06 7:00'],10-14,1735,1690
['3/07/06 7:00'],15-19,2014,1869
['3/07/06 7:00'],20-24,2376,2480
['3/07/06 7:00'],25-29,3134,3280
['3/07/06 7:00'],30-34,3440,3324
['3/07/06 7:00'],35-39,3172,3267
['3/07/06 7:00'],40-44,2992,3037
['3/07/06 7:00'],45-49,2547,2793
['3/07/06 7:00'],50-54,2275,2534
['3/07/06 7:00'],55-59,2319,2209
['3/07/06 7:00'],60-64,1678,1632
['3/07/06 7:00'],65-69,1022,1021
['3/07/06 7:00'],70-74,821,913
['3/07/06 7:00'],75-79,541,710
['3/07/06 7:00'],80-84,328,508
['3/07/06 7:00'],85-89,149,287
['3/07/06 7:00'],90-94,63,155
['3/07/06 7:00'],95-99,13,54
['3/07/06 7:00'],100-104,3,9
['19/06/06 7:00'],0-4,1705,1606
['19/06/06 7:00'],5-9,1887,1827
['19/06/06 7:00'],10-14,1733,1686
['19/06/06 7:00'],15-19,2010,1867
['19/06/06 7:00'],20-24,2364,2473
['19/06/06 7:00'],25-29,3124,3258
['19/06/06 7:00'],30-34,3422,3315
['19/06/06 7:00'],35-39,3160,3258
['19/06/06 7:00'],40-44,2992,3034
['19/06/06 7:00'],45-49,2546,2790
['19/06/06 7:00'],50-54,2276,2534
['19/06/06 7:00'],55-59,2318,2209
['19/06/06 7:00'],60-64,1678,1632
['19/06/06 7:00'],65-69,1022,1021
['19/06/06 7:00'],70-74,819,912
['19/06/06 7:00'],75-79,541,709
['19/06/06 7:00'],80-84,328,507
['19/06/06 7:00'],85-89,149,286
['19/06/06 7:00'],90-94,64,155
['19/06/06 7:00'],95-99,13,54
['19/06/06 7:00'],100-104,3,9
['5/06/06 7:00'],0-4,1660,1574
['5/06/06 7:00'],5-9,1883,1823
['5/06/06 7:00'],10-14,1730,1686
['5/06/06 7:00'],15-19,2007,1861
['5/06/06 7:00'],20-24,2354,2463
['5/06/06 7:00'],25-29,3113,3241
['5/06/06 7:00'],30-34,3411,3297
['5/06/06 7:00'],35-39,3146,3251
['5/06/06 7:00'],40-44,2988,3029
['5/06/06 7:00'],45-49,2544,2788
['5/06/06 7:00'],50-54,2277,2534
['5/06/06 7:00'],55-59,2318,2207
['5/06/06 7:00'],60-64,1678,1630
['5/06/06 7:00'],65-69,1021,1021
['5/06/06 7:00'],70-74,819,912
['5/06/06 7:00'],75-79,542,710
['5/06/06 7:00'],80-84,328,506
['5/06/06 7:00'],85-89,151,287
['5/06/06 7:00'],90-94,65,155
['5/06/06 7:00'],95-99,13,54
['5/06/06 7:00'],100-104,3,9
['22/05/06 7:00'],0-4,1645,1553
['22/05/06 7:00'],5-9,1880,1820
['22/05/06 7:00'],10-14,1734,1692
['22/05/06 7:00'],15-19,2005,1858
['22/05/06 7:00'],20-24,2354,2465
['22/05/06 7:00'],25-29,3127,3252
['22/05/06 7:00'],30-34,3413,3308
['22/05/06 7:00'],35-39,3162,3255
['22/05/06 7:00'],40-44,2990,3030
['22/05/06 7:00'],45-49,2542,2787
['22/05/06 7:00'],50-54,2277,2537
['22/05/06 7:00'],55-59,2326,2209
['22/05/06 7:00'],60-64,1684,1636
['22/05/06 7:00'],65-69,1023,1019
['22/05/06 7:00'],70-74,819,911
['22/05/06 7:00'],75-79,545,710
['22/05/06 7:00'],80-84,328,506
['22/05/06 7:00'],85-89,151,288
['22/05/06 7:00'],90-94,66,156
['22/05/06 7:00'],95-99,13,54
['22/05/06 7:00'],100-104,3,9
['8/05/06 7:00'],0-4,1660,1566
['8/05/06 7:00'],5-9,1891,1828
['8/05/06 7:00'],10-14,1743,1694
['8/05/06 7:00'],15-19,2006,1867
['8/05/06 7:00'],20-24,2355,2468
['8/05/06 7:00'],25-29,3118,3253
['8/05/06 7:00'],30-34,3422,3317
['8/05/06 7:00'],35-39,3165,3279
['8/05/06 7:00'],40-44,2999,3036
['8/05/06 7:00'],45-49,2545,2784
['8/05/06 7:00'],50-54,2279,2537
['8/05/06 7:00'],55-59,2328,2212
['8/05/06 7:00'],60-64,1688,1641
['8/05/06 7:00'],65-69,1024,1017
['8/05/06 7:00'],70-74,820,912
['8/05/06 7:00'],75-79,548,711
['8/05/06 7:00'],80-84,333,507
['8/05/06 7:00'],85-89,152,288
['8/05/06 7:00'],90-94,66,157
['8/05/06 7:00'],95-99,13,53
['8/05/06 7:00'],100-104,3,9
['24/04/06 7:00'],0-4,1637,1544
['24/04/06 7:00'],5-9,1886,1821
['24/04/06 7:00'],10-14,1738,1689
['24/04/06 7:00'],15-19,2004,1866
['24/04/06 7:00'],20-24,2347,2460
['24/04/06 7:00'],25-29,3114,3240
['24/04/06 7:00'],30-34,3410,3307
['24/04/06 7:00'],35-39,3147,3268
['24/04/06 7:00'],40-44,2994,3030
['24/04/06 7:00'],45-49,2541,2784
['24/04/06 7:00'],50-54,2282,2536
['24/04/06 7:00'],55-59,2329,2209
['24/04/06 7:00'],60-64,1685,1640
['24/04/06 7:00'],65-69,1023,1013
['24/04/06 7:00'],70-74,821,912
['24/04/06 7:00'],75-79,548,711
['24/04/06 7:00'],80-84,333,507
['24/04/06 7:00'],85-89,152,289
['24/04/06 7:00'],90-94,66,157
['24/04/06 7:00'],95-99,13,53
['24/04/06 7:00'],100-104,3,9
['10/04/06 7:00'],0-4,1594,1500
['10/04/06 7:00'],5-9,1883,1821
['10/04/06 7:00'],10-14,1734,1684
['10/04/06 7:00'],15-19,2001,1863
['10/04/06 7:00'],20-24,2342,2451
['10/04/06 7:00'],25-29,3100,3237
['10/04/06 7:00'],30-34,3396,3295
['10/04/06 7:00'],35-39,3143,3261
['10/04/06 7:00'],40-44,2984,3024
['10/04/06 7:00'],45-49,2535,2786
['10/04/06 7:00'],50-54,2286,2534
['10/04/06 7:00'],55-59,2326,2207
['10/04/06 7:00'],60-64,1687,1642
['10/04/06 7:00'],65-69,1023,1011
['10/04/06 7:00'],70-74,822,912
['10/04/06 7:00'],75-79,553,713
['10/04/06 7:00'],80-84,334,508
['10/04/06 7:00'],85-89,153,291
['10/04/06 7:00'],90-94,67,157
['10/04/06 7:00'],95-99,13,53
['10/04/06 7:00'],100-104,3,9
['27/03/06 7:00'],0-4,1602,1502
['27/03/06 7:00'],5-9,1883,1822
['27/03/06 7:00'],10-14,1742,1689
['27/03/06 7:00'],15-19,2004,1860
['27/03/06 7:00'],20-24,2346,2457
['27/03/06 7:00'],25-29,3101,3248
['27/03/06 7:00'],30-34,3402,3304
['27/03/06 7:00'],35-39,3156,3272
['27/03/06 7:00'],40-44,2991,3035
['27/03/06 7:00'],45-49,2539,2784
['27/03/06 7:00'],50-54,2292,2535
['27/03/06 7:00'],55-59,2333,2210
['27/03/06 7:00'],60-64,1689,1645
['27/03/06 7:00'],65-69,1024,1013
['27/03/06 7:00'],70-74,825,911
['27/03/06 7:00'],75-79,554,714
['27/03/06 7:00'],80-84,333,506
['27/03/06 7:00'],85-89,154,294
['27/03/06 7:00'],90-94,67,156
['27/03/06 7:00'],95-99,13,53
['27/03/06 7:00'],100-104,3,9
['13/03/06 7:00'],0-4,1586,1488
['13/03/06 7:00'],5-9,1884,1818
['13/03/06 7:00'],10-14,1744,1695
['13/03/06 7:00'],15-19,2005,1860
['13/03/06 7:00'],20-24,2342,2454
['13/03/06 7:00'],25-29,3099,3243
['13/03/06 7:00'],30-34,3406,3301
['13/03/06 7:00'],35-39,3150,3271
['13/03/06 7:00'],40-44,2993,3035
['13/03/06 7:00'],45-49,2540,2785
['13/03/06 7:00'],50-54,2296,2535
['13/03/06 7:00'],55-59,2336,2209
['13/03/06 7:00'],60-64,1689,1644
['13/03/06 7:00'],65-69,1026,1016
['13/03/06 7:00'],70-74,825,910
['13/03/06 7:00'],75-79,553,715
['13/03/06 7:00'],80-84,333,507
['13/03/06 7:00'],85-89,157,294
['13/03/06 7:00'],90-94,68,160
['13/03/06 7:00'],95-99,13,56
['13/03/06 7:00'],100-104,3,10
['27/02/06 7:00'],0-4,1583,1491
['27/02/06 7:00'],5-9,1887,1807
['27/02/06 7:00'],10-14,1751,1698
['27/02/06 7:00'],15-19,2005,1861
['27/02/06 7:00'],20-24,2341,2460
['27/02/06 7:00'],25-29,3107,3249
['27/02/06 7:00'],30-34,3401,3302
['27/02/06 7:00'],35-39,3152,3267
['27/02/06 7:00'],40-44,2986,3042
['27/02/06 7:00'],45-49,2543,2786
['27/02/06 7:00'],50-54,2297,2543
['27/02/06 7:00'],55-59,2341,2212
['27/02/06 7:00'],60-64,1689,1643
['27/02/06 7:00'],65-69,1027,1016
['27/02/06 7:00'],70-74,826,914
['27/02/06 7:00'],75-79,552,715
['27/02/06 7:00'],80-84,333,507
['27/02/06 7:00'],85-89,158,293
['27/02/06 7:00'],90-94,68,160
['27/02/06 7:00'],95-99,13,56
['27/02/06 7:00'],100-104,3,10
['13/02/06 7:00'],0-4,1574,1479
['13/02/06 7:00'],5-9,1883,1800
['13/02/06 7:00'],10-14,1749,1697
['13/02/06 7:00'],15-19,1999,1858
['13/02/06 7:00'],20-24,2338,2455
['13/02/06 7:00'],25-29,3099,3233
['13/02/06 7:00'],30-34,3391,3291
['13/02/06 7:00'],35-39,3139,3255
['13/02/06 7:00'],40-44,2979,3041
['13/02/06 7:00'],45-49,2544,2780
['13/02/06 7:00'],50-54,2298,2544
['13/02/06 7:00'],55-59,2339,2212
['13/02/06 7:00'],60-64,1687,1643
['13/02/06 7:00'],65-69,1026,1017
['13/02/06 7:00'],70-74,826,914
['13/02/06 7:00'],75-79,550,713
['13/02/06 7:00'],80-84,331,505
['13/02/06 7:00'],85-89,158,293
['13/02/06 7:00'],90-94,67,161
['13/02/06 7:00'],95-99,13,56
['13/02/06 7:00'],100-104,3,10
['30/01/06 7:00'],0-4,1548,1455
['30/01/06 7:00'],5-9,1881,1797
['30/01/06 7:00'],10-14,1748,1694
['30/01/06 7:00'],15-19,2002,1856
['30/01/06 7:00'],20-24,2344,2450
['30/01/06 7:00'],25-29,3106,3223
['30/01/06 7:00'],30-34,3394,3295
['30/01/06 7:00'],35-39,3154,3261
['30/01/06 7:00'],40-44,2974,3035
['30/01/06 7:00'],45-49,2539,2780
['30/01/06 7:00'],50-54,2303,2550
['30/01/06 7:00'],55-59,2347,2214
['30/01/06 7:00'],60-64,1689,1645
['30/01/06 7:00'],65-69,1027,1019
['30/01/06 7:00'],70-74,828,916
['30/01/06 7:00'],75-79,551,715
['30/01/06 7:00'],80-84,333,506
['30/01/06 7:00'],85-89,160,294
['30/01/06 7:00'],90-94,68,160
['30/01/06 7:00'],95-99,13,57
['30/01/06 7:00'],100-104,3,10
['16/01/06 7:00'],0-4,1554,1451
['16/01/06 7:00'],5-9,1880,1796
['16/01/06 7:00'],10-14,1746,1699
['16/01/06 7:00'],15-19,2004,1852
['16/01/06 7:00'],20-24,2339,2449
['16/01/06 7:00'],25-29,3116,3222
['16/01/06 7:00'],30-34,3408,3316
['16/01/06 7:00'],35-39,3156,3268
['16/01/06 7:00'],40-44,2977,3037
['16/01/06 7:00'],45-49,2543,2780
['16/01/06 7:00'],50-54,2310,2548
['16/01/06 7:00'],55-59,2352,2217
['16/01/06 7:00'],60-64,1688,1642
['16/01/06 7:00'],65-69,1027,1019
['16/01/06 7:00'],70-74,828,920
['16/01/06 7:00'],75-79,551,714
['16/01/06 7:00'],80-84,333,506
['16/01/06 7:00'],85-89,159,294
['16/01/06 7:00'],90-94,68,161
['16/01/06 7:00'],95-99,13,57
['16/01/06 7:00'],100-104,3,10
['2/01/06 7:00'],0-4,1520,1422
['2/01/06 7:00'],5-9,1875,1793
['2/01/06 7:00'],10-14,1748,1699
['2/01/06 7:00'],15-19,2003,1852
['2/01/06 7:00'],20-24,2332,2444
['2/01/06 7:00'],25-29,3119,3226
['2/01/06 7:00'],30-34,3406,3311
['2/01/06 7:00'],35-39,3146,3268
['2/01/06 7:00'],40-44,2975,3039
['2/01/06 7:00'],45-49,2547,2779
['2/01/06 7:00'],50-54,2312,2549
['2/01/06 7:00'],55-59,2353,2218
['2/01/06 7:00'],60-64,1688,1642
['2/01/06 7:00'],65-69,1031,1022
['2/01/06 7:00'],70-74,826,918
['2/01/06 7:00'],75-79,549,712
['2/01/06 7:00'],80-84,337,508
['2/01/06 7:00'],85-89,162,294
['2/01/06 7:00'],90-94,69,165
['2/01/06 7:00'],95-99,13,58
['2/01/06 7:00'],100-104,3,10
['19/12/05 7:00'],0-4,1875,1794
['19/12/05 7:00'],5-9,1860,1774
['19/12/05 7:00'],10-14,1765,1697
['19/12/05 7:00'],15-19,2024,1921
['19/12/05 7:00'],20-24,2516,2644
['19/12/05 7:00'],25-29,3235,3228
['19/12/05 7:00'],30-34,3318,3328
['19/12/05 7:00'],35-39,3142,3190
['19/12/05 7:00'],40-44,2846,2965
['19/12/05 7:00'],45-49,2494,2747
['19/12/05 7:00'],50-54,2316,2524
['19/12/05 7:00'],55-59,2223,2078
['19/12/05 7:00'],60-64,1527,1500
['19/12/05 7:00'],65-69,1028,1003
['19/12/05 7:00'],70-74,773,892
['19/12/05 7:00'],75-79,489,670
['19/12/05 7:00'],80-84,313,456
['19/12/05 7:00'],85-89,127,260
['19/12/05 7:00'],90-94,52,140
['19/12/05 7:00'],95-99,9,46
['19/12/05 7:00'],100-104,3,5
['5/12/05 7:00'],0-4,1860,1767
['5/12/05 7:00'],5-9,1862,1773
['5/12/05 7:00'],10-14,1767,1695
['5/12/05 7:00'],15-19,2019,1919
['5/12/05 7:00'],20-24,2513,2636
['5/12/05 7:00'],25-29,3234,3224
['5/12/05 7:00'],30-34,3309,3327
['5/12/05 7:00'],35-39,3138,3184
['5/12/05 7:00'],40-44,2849,2958
['5/12/05 7:00'],45-49,2488,2746
['5/12/05 7:00'],50-54,2315,2521
['5/12/05 7:00'],55-59,2221,2080
['5/12/05 7:00'],60-64,1528,1499
['5/12/05 7:00'],65-69,1026,1002
['5/12/05 7:00'],70-74,773,892
['5/12/05 7:00'],75-79,489,669
['5/12/05 7:00'],80-84,313,455
['5/12/05 7:00'],85-89,127,260
['5/12/05 7:00'],90-94,52,141
['5/12/05 7:00'],95-99,9,46
['5/12/05 7:00'],100-104,3,5
['21/11/05 7:00'],0-4,1814,1723
['21/11/05 7:00'],5-9,1865,1775
['21/11/05 7:00'],10-14,1771,1696
['21/11/05 7:00'],15-19,2019,1917
['21/11/05 7:00'],20-24,2513,2642
['21/11/05 7:00'],25-29,3233,3223
['21/11/05 7:00'],30-34,3312,3336
['21/11/05 7:00'],35-39,3145,3190
['21/11/05 7:00'],40-44,2850,2953
['21/11/05 7:00'],45-49,2491,2747
['21/11/05 7:00'],50-54,2325,2522
['21/11/05 7:00'],55-59,2224,2081
['21/11/05 7:00'],60-64,1532,1500
['21/11/05 7:00'],65-69,1027,1005
['21/11/05 7:00'],70-74,775,894
['21/11/05 7:00'],75-79,490,669
['21/11/05 7:00'],80-84,316,458
['21/11/05 7:00'],85-89,130,264
['21/11/05 7:00'],90-94,54,144
['21/11/05 7:00'],95-99,9,49
['21/11/05 7:00'],100-104,3,6
['7/11/05 7:00'],0-4,1812,1730
['7/11/05 7:00'],5-9,1863,1773
['7/11/05 7:00'],10-14,1770,1700
['7/11/05 7:00'],15-19,2019,1915
['7/11/05 7:00'],20-24,2510,2635
['7/11/05 7:00'],25-29,3231,3214
['7/11/05 7:00'],30-34,3311,3337
['7/11/05 7:00'],35-39,3136,3190
['7/11/05 7:00'],40-44,2850,2955
['7/11/05 7:00'],45-49,2491,2746
['7/11/05 7:00'],50-54,2325,2522
['7/11/05 7:00'],55-59,2223,2079
['7/11/05 7:00'],60-64,1533,1498
['7/11/05 7:00'],65-69,1026,1005
['7/11/05 7:00'],70-74,777,893
['7/11/05 7:00'],75-79,490,668
['7/11/05 7:00'],80-84,315,458
['7/11/05 7:00'],85-89,130,262
['7/11/05 7:00'],90-94,54,143
['7/11/05 7:00'],95-99,9,49
['7/11/05 7:00'],100-104,3,6
['24/10/05 7:00'],0-4,1766,1699
['24/10/05 7:00'],5-9,1859,1770
['24/10/05 7:00'],10-14,1765,1700
['24/10/05 7:00'],15-19,2017,1910
['24/10/05 7:00'],20-24,2507,2625
['24/10/05 7:00'],25-29,3215,3197
['24/10/05 7:00'],30-34,3296,3317
['24/10/05 7:00'],35-39,3128,3185
['24/10/05 7:00'],40-44,2844,2956
['24/10/05 7:00'],45-49,2489,2744
['24/10/05 7:00'],50-54,2323,2520
['24/10/05 7:00'],55-59,2223,2079
['24/10/05 7:00'],60-64,1532,1498
['24/10/05 7:00'],65-69,1027,1005
['24/10/05 7:00'],70-74,780,892
['24/10/05 7:00'],75-79,490,669
['24/10/05 7:00'],80-84,316,459
['24/10/05 7:00'],85-89,130,263
['24/10/05 7:00'],90-94,54,144
['24/10/05 7:00'],95-99,10,49
['24/10/05 7:00'],100-104,3,6
['10/10/05 7:00'],0-4,1768,1699
['10/10/05 7:00'],5-9,1869,1771
['10/10/05 7:00'],10-14,1768,1700
['10/10/05 7:00'],15-19,2014,1907
['10/10/05 7:00'],20-24,2507,2622
['10/10/05 7:00'],25-29,3219,3205
['10/10/05 7:00'],30-34,3308,3337
['10/10/05 7:00'],35-39,3136,3190
['10/10/05 7:00'],40-44,2858,2962
['10/10/05 7:00'],45-49,2489,2747
['10/10/05 7:00'],50-54,2326,2516
['10/10/05 7:00'],55-59,2224,2079
['10/10/05 7:00'],60-64,1533,1498
['10/10/05 7:00'],65-69,1025,1004
['10/10/05 7:00'],70-74,781,893
['10/10/05 7:00'],75-79,490,668
['10/10/05 7:00'],80-84,314,459
['10/10/05 7:00'],85-89,130,263
['10/10/05 7:00'],90-94,54,144
['10/10/05 7:00'],95-99,10,49
['10/10/05 7:00'],100-104,3,6
['26/09/05 7:00'],0-4,1734,1665
['26/09/05 7:00'],5-9,1871,1772
['26/09/05 7:00'],10-14,1771,1703
['26/09/05 7:00'],15-19,2017,1910
['26/09/05 7:00'],20-24,2500,2617
['26/09/05 7:00'],25-29,3223,3204
['26/09/05 7:00'],30-34,3313,3343
['26/09/05 7:00'],35-39,3137,3187
['26/09/05 7:00'],40-44,2864,2972
['26/09/05 7:00'],45-49,2491,2748
['26/09/05 7:00'],50-54,2328,2519
['26/09/05 7:00'],55-59,2226,2083
['26/09/05 7:00'],60-64,1534,1498
['26/09/05 7:00'],65-69,1026,1003
['26/09/05 7:00'],70-74,779,893
['26/09/05 7:00'],75-79,494,669
['26/09/05 7:00'],80-84,320,459
['26/09/05 7:00'],85-89,130,266
['26/09/05 7:00'],90-94,54,144
['26/09/05 7:00'],95-99,10,49
['26/09/05 7:00'],100-104,3,6
['12/09/05 7:00'],0-4,1700,1626
['12/09/05 7:00'],5-9,1872,1763
['12/09/05 7:00'],10-14,1767,1693
['12/09/05 7:00'],15-19,2007,1903
['12/09/05 7:00'],20-24,2492,2612
['12/09/05 7:00'],25-29,3218,3198
['12/09/05 7:00'],30-34,3305,3325
['12/09/05 7:00'],35-39,3130,3181
['12/09/05 7:00'],40-44,2856,2965
['12/09/05 7:00'],45-49,2491,2742
['12/09/05 7:00'],50-54,2326,2519
['12/09/05 7:00'],55-59,2224,2083
['12/09/05 7:00'],60-64,1538,1499
['12/09/05 7:00'],65-69,1026,1001
['12/09/05 7:00'],70-74,779,891
['12/09/05 7:00'],75-79,496,670
['12/09/05 7:00'],80-84,322,459
['12/09/05 7:00'],85-89,130,268
['12/09/05 7:00'],90-94,55,147
['12/09/05 7:00'],95-99,11,49
['12/09/05 7:00'],100-104,3,6
['29/08/05 7:00'],0-4,1695,1621
['29/08/05 7:00'],5-9,1863,1756
['29/08/05 7:00'],10-14,1765,1689
['29/08/05 7:00'],15-19,2004,1899
['29/08/05 7:00'],20-24,2490,2603
['29/08/05 7:00'],25-29,3208,3181
['29/08/05 7:00'],30-34,3287,3305
['29/08/05 7:00'],35-39,3124,3172
['29/08/05 7:00'],40-44,2847,2963
['29/08/05 7:00'],45-49,2484,2740
['29/08/05 7:00'],50-54,2325,2518
['29/08/05 7:00'],55-59,2225,2082
['29/08/05 7:00'],60-64,1540,1499
['29/08/05 7:00'],65-69,1026,1000
['29/08/05 7:00'],70-74,780,891
['29/08/05 7:00'],75-79,497,671
['29/08/05 7:00'],80-84,320,459
['29/08/05 7:00'],85-89,129,268
['29/08/05 7:00'],90-94,55,147
['29/08/05 7:00'],95-99,11,49
['29/08/05 7:00'],100-104,3,6
['15/08/05 7:00'],0-4,1688,1612
['15/08/05 7:00'],5-9,1852,1756
['15/08/05 7:00'],10-14,1761,1687
['15/08/05 7:00'],15-19,2002,1892
['15/08/05 7:00'],20-24,2483,2594
['15/08/05 7:00'],25-29,3196,3176
['15/08/05 7:00'],30-34,3279,3293
['15/08/05 7:00'],35-39,3115,3156
['15/08/05 7:00'],40-44,2844,2957
['15/08/05 7:00'],45-49,2477,2737
['15/08/05 7:00'],50-54,2321,2517
['15/08/05 7:00'],55-59,2223,2080
['15/08/05 7:00'],60-64,1539,1499
['15/08/05 7:00'],65-69,1026,1001
['15/08/05 7:00'],70-74,778,889
['15/08/05 7:00'],75-79,498,671
['15/08/05 7:00'],80-84,320,458
['15/08/05 7:00'],85-89,129,268
['15/08/05 7:00'],90-94,55,146
['15/08/05 7:00'],95-99,11,49
['15/08/05 7:00'],100-104,3,6
['1/08/05 7:00'],0-4,1655,1579
['1/08/05 7:00'],5-9,1846,1755
['1/08/05 7:00'],10-14,1754,1684
['1/08/05 7:00'],15-19,1998,1890
['1/08/05 7:00'],20-24,2475,2590
['1/08/05 7:00'],25-29,3183,3153
['1/08/05 7:00'],30-34,3263,3285
['1/08/05 7:00'],35-39,3113,3149
['1/08/05 7:00'],40-44,2842,2951
['1/08/05 7:00'],45-49,2475,2734
['1/08/05 7:00'],50-54,2320,2516
['1/08/05 7:00'],55-59,2224,2077
['1/08/05 7:00'],60-64,1538,1498
['1/08/05 7:00'],65-69,1026,1001
['1/08/05 7:00'],70-74,777,889
['1/08/05 7:00'],75-79,498,671
['1/08/05 7:00'],80-84,320,458
['1/08/05 7:00'],85-89,129,267
['1/08/05 7:00'],90-94,55,146
['1/08/05 7:00'],95-99,11,49
['1/08/05 7:00'],100-104,3,6
['18/07/05 7:00'],0-4,1654,1584
['18/07/05 7:00'],5-9,1846,1760
['18/07/05 7:00'],10-14,1760,1685
['18/07/05 7:00'],15-19,2001,1890
['18/07/05 7:00'],20-24,2479,2599
['18/07/05 7:00'],25-29,3194,3157
['18/07/05 7:00'],30-34,3265,3296
['18/07/05 7:00'],35-39,3119,3154
['18/07/05 7:00'],40-44,2851,2959
['18/07/05 7:00'],45-49,2482,2738
['18/07/05 7:00'],50-54,2321,2519
['18/07/05 7:00'],55-59,2230,2081
['18/07/05 7:00'],60-64,1540,1499
['18/07/05 7:00'],65-69,1026,1002
['18/07/05 7:00'],70-74,780,890
['18/07/05 7:00'],75-79,500,672
['18/07/05 7:00'],80-84,319,460
['18/07/05 7:00'],85-89,131,271
['18/07/05 7:00'],90-94,55,146
['18/07/05 7:00'],95-99,12,50
['18/07/05 7:00'],100-104,3,6
['4/07/05 7:00'],0-4,1621,1553
['4/07/05 7:00'],5-9,1844,1759
['4/07/05 7:00'],10-14,1757,1683
['4/07/05 7:00'],15-19,1995,1887
['4/07/05 7:00'],20-24,2474,2593
['4/07/05 7:00'],25-29,3183,3141
['4/07/05 7:00'],30-34,3256,3283
['4/07/05 7:00'],35-39,3114,3145
['4/07/05 7:00'],40-44,2847,2958
['4/07/05 7:00'],45-49,2478,2736
['4/07/05 7:00'],50-54,2319,2516
['4/07/05 7:00'],55-59,2228,2078
['4/07/05 7:00'],60-64,1536,1496
['4/07/05 7:00'],65-69,1025,1001
['4/07/05 7:00'],70-74,780,889
['4/07/05 7:00'],75-79,500,672
['4/07/05 7:00'],80-84,319,460
['4/07/05 7:00'],85-89,131,271
['4/07/05 7:00'],90-94,55,146
['4/07/05 7:00'],95-99,12,50
['4/07/05 7:00'],100-104,3,6
['20/06/05 7:00'],0-4,1629,1560
['20/06/05 7:00'],5-9,1844,1766
['20/06/05 7:00'],10-14,1761,1689
